reviewer_name,reviewer_rating,reviewer_date,language,reviewer_review,reviewer_ContributorLevel,reviewer_HelpfulVotes,SentimentScore,KeyPhrases
NewJerseyFunTraveler,ui_bubble_rating bubble_40,Date of experience: January 2019,en,"Thought the ticket price was too expensive for what you got on the tour. First off, you have to hike up about a mile up a very steep muddy driveway to get up to the castle (not for the fade of heart). We stopped at the cafe for some lunch before our tour time (food was not very good but the made to order doughnuts were delicious). Once got to the castle, the exterior was amazing. The interior was not as impressive - given an audio head set tour of the interior. The guides did not speak english to answer any questions. Felt needed more time in the rooms, but was brushed to the next room. Thought the experience was a little overrated, but worth a picture of the exterior.",Level 6 Contributor,67 Helpful votes,0.1109826863,"tour time, castle, interior, exterior, lunch, audio head, food, steep muddy driveway, mile, picture, ticket price, doughnuts, experience, cafe, fade of heart, guides, questions, rooms"
Gabriella F,ui_bubble_rating bubble_30,Date of experience: January 2019,en,"I love this castle. From the outside. i have been wanting to come here for years, and, well, I found the tour to be underwhelming. We were whisked through very quickly (they said 30 minute tour, but I´m sure it was less), and only saw a few rooms. Considering the size of the castle, we only saw a corner of it. The tour of Hohenschwangau, the castle Ludwig II grew up in, close by, was much better. Having said that, I rarely do tours or go to touristy places, but for €13, the tour was not value for money. Of course one has to go in if you have gone all that way, but it really could be improved.",Level 2 Contributor,3 Helpful votes,0.7965965271,"tour of Hohenschwangau, minute tour, castle Ludwig, tours, touristy places, size, corner, money, outside, years, rooms, way"
KaterinaDyrda,ui_bubble_rating bubble_50,Date of experience: January 2019,en,"**PLEASE READ THE BOTTOM FOR HOW TO SAVE MONEY GETTING HERE WITH THE BAYERN PASS**
I went with my fiancee to Neuschwanstein for New Year's. Apart from being her childhood dream, it was also one of the reasons that inspired her to learn German. It's really, really hard to put the beauty of this place into only a couple words. And the smile on her face was absolutely worth it :)
I would advise, however, that if you are thinking about traveling here you **absolutely need to buy your tickets far, far in advance.** We purchased our plane tickets in November, and upon checking the castle's website, we discovered that all the tickets were sold out from Christmas to January 4th. Entirely. I don't actually recommend getting the ticket if you are able to climb the surrounding mountainside yourself (the view is far superior than any tour), but if you intended on actually getting inside the castle, you'll likely be disappointed. If you see that the tickets are sold out online, **do not bother waiting in the line at the bottom of the mountain.** I met many people who waited two hours only to be told, indeed, they were fully sold out, and have the entire experience ruined for them. There’s an online tour on YouTube which is far better (you can’t even take pictures inside the castle!). Save your money, and your time, and experience the beauty of the castle yourself.
Everyone says how fabulous the castle looks from the outside, but you will not get this experience if you take the normal path. The people who had the best time are those who hiked up the surrounding mountainside. Here is where you will be able to take those famous photos of the castle that everyone recognizes. The standard path to the castle is rather steep and only enables you to see the front- the mountainside, however, lets you take a complete picture from above. Everyone was mesmerized by the beauty and were extremely friendly. We even got free Polaroid photos from other tourists! If you have difficulties walking/climbing, this can unfortunately be a very big problem. In which case, you are better off only going with a ticket and seeing the inside rather than outside.
In the event that you are hungry, there’s a restaurant with very welcoming staff halfway up the mountain. You can also purchase souvenirs nearby.
Speaking of money, getting here can be an absolute money pit for tourists, solely because Germany has a convenient, but rather confusing, transportation system. To get here from Marienplatz (the center), simply go to any underground kiosk and purchase a Bayern Pass. These tickets, for only about 30 euros, enable you to use ALL of Munich’s transportation for a whole day, starting at 9 am. This includes your metro or bus ride to the train station, the train to Füssen, the bus from Füssen to the castle, and all the way back. You can take any train/bus you’d like- the ticket works for absolutely everything and you are not restricted to certain cars, only ones after 9 am. This is incredibly important to know because you would be paying hundreds of euros for reserving each part of this trip separately.",Level 1 Contributor,8 Helpful votes,0.2114457488,"beauty, plane tickets, surrounding mountainside, train station, Füssen, tourists, bus ride, BAYERN PASS, absolute money pit, people, online tour, entire experience, outside, famous photos, Munich’s transportation, transportation system, normal path, standard path, best time, hundreds of euros, free Polaroid photos, view, restaurant, fiancee, Neuschwanstein, ""New Years"", welcoming staff, Germany, place, underground kiosk, metro, smile, face, difficulties walking, climbing, certain cars, ones, couple words, day, YouTube, childhood dream, reasons, ""castles website"", complete picture, big problem, Marienplatz, center, event, hours, advance, Christmas, pictures, way, case, souvenirs, trip"
ignazh,ui_bubble_rating bubble_20,Date of experience: February 2019,en,"You will be pushed thru the rooms without really explained what you see and what is depicted. Comments of guides are on the 6th grade level. You have no clue, where you are in the building and how this castle is structured. You see half a dozen rooms... there is so much more to tell and explain. If you are interested in architecture, history, technology, culture, music, politics, you will be tremendously disappointed. And, tour guides act as unfriendly, unmotivated guards. A bad experience for paying guests. Finally, the most impressive room is a construction site. You cannot enjoy it and do not get any idea about the beauty. Its full of scaffolding. No apologies, no ticket discount. A disappointment and rip-off.",Level 4 Contributor,54 Helpful votes,0.2257469594,"tour guides, Comments of guides, dozen rooms, technology, culture, politics, history, music, unmotivated guards, impressive room, construction site, architecture, bad experience, guests, apologies, ticket discount, grade level, building, castle, idea, beauty, disappointment, rip-off, clue, scaffolding"
gsm1121,ui_bubble_rating bubble_50,Date of experience: January 2019,en,"The most famous and popular castle in the world? Probably, at least Walt Disney thought so when he modeled his theme park castles after this one. As usual, I liked the outside view more than the inside view. It wasn't expensive so go inside but the outside view is what makes this the attraction that it is. I was disappointed that the path to the bridge where the best photos are taken was closed. There was snow on the path and maybe they thought it would be too dangerous to use the bridge. The walk to the castle is pretty steep and long. You can hire a horse and carriage but we walked so I don't know the cost.",Level 6 Contributor,143 Helpful votes,0.1750951111,"outside view, inside view, bridge, path, popular castle, world, best photos, theme park castles, walk, Walt Disney, horse, carriage, snow, attraction, cost"
niamhabroad,ui_bubble_rating bubble_50,Date of experience: January 2019,en,"Beautiful castle in a stunning setting and it's easy to see why it has become world famous. We travelled by train from Munich and felt that the journey was very worthwhile. We walked the mile or so up to the castle from the village and thoroughly enjoyed the walk. Not an easy walk for the elderly or the infirm. We purchased tour tickets for the castle and whilst the tour was ok the real beauty of the castle is viewing it's setting from the outside. If you get a chance take the tour but I would be too disappointed if you don't manage to get tickets, it will give you more time to view the outside of the castle.",Level 5 Contributor,45 Helpful votes,0.9165945053,"Beautiful castle, tour tickets, easy walk, outside, stunning setting, real beauty, Munich, journey, village, world famous, train, time, chance, mile"
takeshih2016,ui_bubble_rating bubble_40,Date of experience: January 2019,en,"Speaking of the most famous German building, everybody conceives Neuschwanstein castle that served as a model for Cinderella castle.
You can go there from Munich using Bavaria ticket, a discount rail ticket.
However we applied for the tour held by JTB via Veltra because Bavaria ticket time restriction was bottleneck for us.
It takes 40 minutes to get to the castle on foot from the bottom of the mountain.
During winter, no shuttle bus runs.
It was snowing but we were getting wamer while walking.
Unfortunately it’s prohibited to take a picture inside.
Moreover reapir work was underway outside but the castle itself was brilliant as I had expected.",Level 6 Contributor,44 Helpful votes,0.5,"Neuschwanstein castle, Cinderella castle, Bavaria ticket time restriction, discount rail ticket, Veltra, JTB, underway outside, model, famous German building, reapir work, winter, shuttle bus runs, Munich, tour, foot, mountain, minutes, wamer, picture"
MichaelBanks,ui_bubble_rating bubble_30,Date of experience: January 2019,en,I was heading to Munich but decided to detour down to Bovaria and the world famous Neuschwanstein castle. From the train station it is €6 to get to a stop in which you have a short walk to get to the ticket station. Believe it cost me another €13 plus given a tour time in which your required to be in the square of the castle by that or miss the tour. From the ticket office it is one mile up hill. Thankfully there was horse and buggy riddles for €7 but takes you majority of the way. Then another walk to your destination. No picture taking inside and your is 30 minutes. If I would have walked that mile up I would be totally disappointed and thru myself off the the side of the mountain. Don’t get to see a lot of the castle not the inner part of the castle. Pictures from outside are nice and if road is drivable up to the bridge the view would have been nice. Honestly it’s overrated and better viewed from Pinterest.,Level 6 Contributor,19 Helpful votes,0.5,"mile, ticket station, world famous Neuschwanstein castle, ticket office, short walk, tour time, train station, road, bridge, Bovaria, outside, view, buggy riddles, majority, horse, hill, Pictures, square, lot, way, stop, destination, Munich, minutes, mountain, Pinterest"
265irinaj,ui_bubble_rating bubble_50,Date of experience: January 2019,en,"The castle is breathtaking when you come close to it. Once you first see it from the road- it looks rather small. However in close proximity it’s very impressive. Interiors inside are so unusual that I haven’t seen anything like that before.
It’s challenging for old people to walk up and down the stairs as they are steep and lots of them! My mum in the end decided to see it just from outside. Mary’s Bridge was closed due to snow and icy conditions.
Overall worth the trip! We came with the tour and had times tickets. I would impatiently this place being packed. Even in January entrance was timed every 5 mins!",Level 6 Contributor,107 Helpful votes,0.2158744335,"close proximity, snow, tour, times tickets, Mary’s Bridge, icy conditions, castle, entrance, mins, road, Interiors, old people, stairs, mum, end, trip, place"
anthonyfung1969,ui_bubble_rating bubble_30,Date of experience: January 2019,en,"The interior of the castle is really beautiful, the audio commentary is very good, if only the guided tour can be improved.There are too many unfriendly regulations for the semi guided audio tour, we were stuck with a large group and you can hardly see any exhibits with so many people cramping into one room. No photo is allowed, one have to carry the backpack in front, though I cannot see any possibility for damage to any exhibits as they are all well protected and isolated.",Level 4 Contributor,7 Helpful votes,0.0839645565,"audio tour, exhibits, guided tour, audio commentary, semi, unfriendly regulations, castle, interior, people, possibility, damage, large group, room, photo, backpack"
Lizardprincess,ui_bubble_rating bubble_50,Date of experience: January 2019,en,"Was here on my 50th Birthday in early January
Speechless
Bucket list tick
Munich means Neuschwanstein.
Its a bit of a trek to the castle, buses dont run in winter and the queues to the horse and cart were ling by the time we got there....but it was so worth it.",Level 3 Contributor,12 Helpful votes,0.5,"winter, buses dont, cart, horse, castle, queues, ling, trek, Bucket list tick, time"
TravellerSince1960,ui_bubble_rating bubble_50,Date of experience: July 2018,en,"We came to HohenSchwangau about 9 am. There was already lot of people in ticket office. We got tickets 9:38 to English tour 13:35. We drove to Fussen meanwhile.
We were lucky to get parking again 10:42. Center of village was like chaos vehicles and people everywhere. I recommend morning and leave car in parking. Use bus to
Fussen or stay in village. In midday horse cabriole up to castle will take lot of time
stand in a queue you might miss your tour. Bus will be faster. From bus
stop uphill it takes 15min. to reach the castle. On TV screen you will see the times
and call to your tour(photo). I will not narrate what you will see there but it is very romantic interior full sagas and swans.",Level 5 Contributor,16 Helpful votes,0.7671442628,"bus, lot of people, castle, parking, English tour, Fussen, Center of village, lot of time, chaos vehicles, midday horse cabriole, sagas, swans, ticket office, TV screen, times, morning, car, tickets, queue, photo, HohenSchwangau"
Julia P,ui_bubble_rating bubble_40,Date of experience: January 2019,en,Spent the night in Füssen which made it really easy to get to the castle early before the crowds. Take bus 73 or 78 from the Bahnhof. The architecture and interior design of the castle is beautiful!! Unfortunately Marienbrüke was closed at the time so the classic view of the castle was not possible. Prepare to walk for a solid 30mins uphill and up a few flights within the castle.,Level 4 Contributor,3 Helpful votes,0.2827149034,"castle, interior design, classic view, time, architecture, Füssen, mins, flights, Bahnhof, bus, night, Marienbrüke, crowds"
42sharone,ui_bubble_rating bubble_40,Date of experience: June 2018,en,"Unbelievable fairytale type castle. You can spend a whole day exploring the gigantic castle. You won’t be able to take pictures inside and the walk up to the castle is very long - defiantly not something to do with mobility issues.
The area around the castle is nice too. Worth the trip to see it - especially if you read up on your history and the “Mad King” before going!",Level 3 Contributor,2 Helpful votes,0.1482009292,"gigantic castle, Unbelievable fairytale type castle, pictures, history, Mad King, walk, area, day, mobility issues, trip"
882catalinp,ui_bubble_rating bubble_50,Date of experience: April 2018,en,"One of the most beautiful castles I've ever been to, and I've been to a bunch. It had a very rich story behind it and a very spectacular interior design. Some of the castles rooms were created in different styles starring from bisanthian to gothic. Also you get amazing landscape views !",Level 5 Contributor,7 Helpful votes,0.9777940512,"castles rooms, beautiful castles, different styles, bisanthian, spectacular interior design, amazing landscape views, rich story, bunch"
edwardtang,ui_bubble_rating bubble_40,Date of experience: January 2019,en,A castle that is full of imagination and fantasies. Amazing views all over the castle from within and outside the castle. Allow yourself at least 30 minutes to decent from the castle by foot. Wear comfortably and better to get tickets through a travel agent to avoid the long queue. Be prepared to walk to enjoy the views.,Level 6 Contributor,28 Helpful votes,0.8474277258,"castle, Amazing views, travel agent, long queue, tickets, imagination, minutes, foot, fantasies"
ChristiVanE,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"There is a reason why this is such a popular tourist spot. The castle is as beautiful as all the millions of photos getting shared every year.
We did this as a day visit from Munich, and found it easy to do. Taking the train to Fuessen, and then just follow the crowds to the buses and to the location.
We enjoyed the inside tour as well - yes it is quick and efficient, but you have to be in order to usher all the tourists through!
A definite must visit if you are interested in the Bavarian history and Kind Ludwig II.",Level 5 Contributor,13 Helpful votes,0.9715517163,"millions of photos, Bavarian history, Kind Ludwig, popular tourist spot, Munich, buses, year, train, Fuessen, inside tour, order, tourists, day, crowds, location, reason, castle"
Twins_mama_foody,ui_bubble_rating bubble_40,Date of experience: January 2019,en,"Beautiful place with breathtaking views! Keep in mind you can’t take pictures inside. Also we took the last tour at 16:00 and we had bad surprise when we found out we have to walk down with two kids in the snow! Make sure you have transportation going down especially if you have kids because the carriage and the bus were gone!
Otherwise beautiful castle",Level 5 Contributor,4 Helpful votes,0.1118134856,"kids, Beautiful place, beautiful castle, breathtaking views, carriage, bus, mind, pictures, bad surprise, transportation, snow, tour"
cjuergens86,ui_bubble_rating bubble_40,Date of experience: December 2018,en,"I've been to Neuschwanstein twice now, once in autumn and once during christmas. The latter visit was a little unfortunate as due to the cold temperatures the bridge was closed and we couldnt access it to get the typical photos. Really a shame! The guided tour tour itself was as good as during the first visit, but now they started a renovation project at the entire castle that's why there are a lot more steel constructions around.",Level 3 Contributor,6 Helpful votes,0.0934031904,"visit, guided tour tour, entire castle, cold temperatures, access, lot, bridge, renovation project, autumn, typical photos, steel constructions, Neuschwanstein, christmas, shame"
husbandsmeetworld,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"My husband and I wanted to see Neuschwanstein Castle but were based in Berlin for our trip. We took a day trip by flying from Berlin to Munich (EasyJet) and then driving to the castle. It was a long day but well worth the trip. We bought the Swan Pass so we could get tours of both castles on the grounds. The tour guides were informative and friendly. It is definitely worth seeing the interior of both castles if you have the time. The hike to Neuschwanstein will take a solid 45 minutes, especially if you take photos. There are other transportation options, such as a bus and horse and carriage, but they don't run consistently in the winter. Make a stop down to Lake Alpsee when you are here to see the swans, as well. We wrote more about this trip on our blog and Facebook page if you care to read more.",Level 4 Contributor,14 Helpful votes,0.901565671,"day trip, Berlin, castles, Neuschwanstein Castle, long day, bus, tours, tour guides, minutes, blog, Facebook page, Munich, stop, Lake Alpsee, transportation options, horse, carriage, Swan Pass, hike, grounds, EasyJet, interior, photos, time, husband, winter, swans"
Skbrown12,ui_bubble_rating bubble_50,Date of experience: January 2019,en,This castle is a must see when in the area. Yes it’s a long walk and yes it’s up hill all the way but once you reach the top you will have a breathtaking view. It’s at the foot of Swiss Alps and we have snow which made it more beautiful. The lake and surrounding view is beautiful. Bucket list item checked off and glad I went in the winter.,Level 5 Contributor,8 Helpful votes,0.9331479669,"surrounding view, breathtaking view, hill, Bucket list item, snow, lake, foot of Swiss Alps, long walk, way, winter, castle, area"
616tessr,ui_bubble_rating bubble_50,Date of experience: December 2018,en,A beautiful castle that was magical even in the pouring rain. Well worth the walk up to the bridge. Did not go inside as family said it’s a letdown. Horse and carriage ride is easy and cheap and a fun experience too.,Level 4 Contributor,9 Helpful votes,0.9580712318,"carriage ride, fun experience, Horse, beautiful castle, pouring rain, walk, bridge, family, letdown"
269ortalc,ui_bubble_rating bubble_50,Date of experience: January 2019,en,"Wow!!! Amazing castle!!!
We go up with carriage(6€)
On the way down we walk
It's took around 15 min
We did a tour inside the castle
It's took around 20 min.
while the tour You can recording on English and other languages about the history of the castles and about the rooms inside.
To bad it's not allowed to take photo inside ):
From the window on the way out
There is a nice view of the lake and the other castle next to it !!
Look from the window (: after the shop!
About the Souvenir shop in the castle was nice helpful and kind stuff ! nice collection of gifts (:
similar prices at the airport !
For sure we will back again in the summer (:",Level 4 Contributor,9 Helpful votes,0.8880156875,"Amazing castle, nice view, tour, window, way, nice collection of gifts, Souvenir shop, kind stuff, castles, languages, history, English, lake, similar prices, airport, rooms, Wow, carriage, photo, summer"
kkhappl,ui_bubble_rating bubble_50,Date of experience: February 2018,en,Had a great time touring the castle. Great scenery. Pretty cool how they built the castle on the edge of a cliff so long ago! We live by Disney world so it is pretty cool to see the castle it was modeled after.,Level 4 Contributor,17 Helpful votes,0.983885169,"castle, great time, Great scenery, Disney world, edge, cliff"
philr659,ui_bubble_rating bubble_30,Date of experience: January 2019,en,"Of the two castles on the site the old castle - though less pretty - is the most impressive. The tour of the Old Castle was well worth it; the tour guide Wolfgang was fun, informative and knew his subject matter.
The New castle however, with an interesting history - that was told to us in the old castle tour - has less interesting interiors due to never having been finished. The tour guide for the new castle was also less informative: my friends actually spent time listening to a hired guide who used the official tour as a chance to take his own tour through the building. If I could find that guy's tour group I'd review the heck out of them!",Level 3 Contributor,2 Helpful votes,0.9156961441,"old castle tour, official tour, tour guide Wolfgang, New castle, ""guys tour group"", hired guide, interesting interiors, interesting history, time, heck, castles, site, chance, subject matter, friends, building"
colleenbrookexo,ui_bubble_rating bubble_50,Date of experience: May 2018,en,"What a wonderful experience! We booked this experience on our own (not with a tour) and drove ourselves from Munich. It was a wonderful way to spend the day. As first time visitors to Bavaria, we were taken aback by the landscape. Seeing the Alps covered in snow despite it being warm down by the castles was wondrous. The story of the castles is as interesting as are the castles magnificent!
Be prepared to hike if you decide not to take a ride up to Neuschwanstein. And bring water! There are places to stop for food or drink on your way up. Bring some money as it costs a few Euro to use the restrooms on the way up.
The view of the castle from the bridge is magnificent. The bridge is a hanging bridge, and it does get crowded. If heights are not your thing, do not go to the bridge.
This is a sight like no other!",Level 4 Contributor,8 Helpful votes,0.923568666,"hanging bridge, castles magnificent, wonderful way, wonderful experience, food, drink, Euro, snow, time visitors, Bavaria, places, restrooms, story, view, day, tour, Munich, heights, thing, ride, Neuschwanstein, money, Alps, landscape, water, sight"
Annah E,ui_bubble_rating bubble_30,Date of experience: December 2018,en,"The castle is fabulous, full of ornate and splendid things. The location is spectacular and the story of the tragic king is fascinating. Do check out the bridge - a breathtaking view and exciting height challenge.
Unfortunately, the tours are jammed so close together - departing 10 minutes or so - that you are rushed through and have no time to really look and soak up the story.
You can only go on the guided tours, they are not cheap and there are so many people lining up behind you that you are obliged to spend just moments in each section.
The Trust that looks after this wonderful piece of history would serve visitors much better by allowing more time between tours and not rushing people through.
We were there in the off-season and apparently it was 'pretty quiet' with just a 80 or so people milling about waiting for the guided tours to depart. I understand that thousands of people arrive there every day in peak season can't imagine how many people they must be cramming through in peak season. The queues are huge apparently.
An important tip - if you get to the castle in the later part of the day do NOT put your belonging in one of the lockers in the ticket office area. We could not get in to the castle until the last tour of the day, around 4.15pm. The ticket office closes at 5pm. This information is not made clear when using the lockers.
The tour ends at the bottom of the castle and if you take a little time in the souvenir 'opportunities' shops - open til 6pm - you will find yourself quite some distance from the ticket office and you cannot get back in to get your belongings. We eventually found a security guard who helped but only because we were pushy. There were others wandering around who had the same problem. Nobody seemed to care much.
The buses also ended before we could get our belongings. It was a long walk down in the cold.
Beautiful place and would i recommend it? If you don't mind standing in lengthy queues (not much to do in the waiting area either) and then being herded through quickly then yes - the castle is amazing. Get there early in the morning perhaps.",Level 3 Contributor,14 Helpful votes,0.0882811248,"castle, day, thousands of people, guided tours, ticket office area, ticket office closes, little time, lockers, peak season, waiting area, belongings, lengthy queues, breathtaking view, ""opportunities shops - open"", souvenir, exciting height challenge, visitors, wonderful piece of history, tragic king, bridge, splendid things, long walk, Trust, location, distance, moments, section, important tip, security guard, Beautiful place, information, minutes, problem, buses, morning, off-season"
JassimAlNowais,ui_bubble_rating bubble_40,Date of experience: January 2019,en,The main inspiration behind Disney’s mesmerizing fairytales. The details are very nice. The scenic train ride from Munich was breathtaking. We took a horse carriage up to the castle and walked down by foot. The guided tour lasted for an hour and it was very informative.,Level 3 Contributor,3 Helpful votes,0.9134186506,"main inspiration, Disney’s mesmerizing fairytales, scenic train ride, Munich, castle, hour, horse carriage, guided tour, details, foot"
261luigil,ui_bubble_rating bubble_10,Date of experience: December 2018,en,The tour inside is ridiculously expensive for what you actually see and there is really nothing special than a nice view (only from one direction after a short path). If you get to be there in winter and the path to get to this only nice view is closed well as i already said could be the worst experience you may ever have.,Level 6 Contributor,15 Helpful votes,0.152462244,"nice view, short path, direction, worst experience, tour, winter"
Use_the_force_jodi,ui_bubble_rating bubble_40,Date of experience: September 2018,en,"I’m not saying don’t visit inside....that’s still great....but the wonder is the outside. Just magical from every vantage point. The inside is good a swell. Lots of steps and quite busy, but worth it if you have the time",Level 3 Contributor,3 Helpful votes,0.8834135532,"inside, wonder, vantage point, steps, swell, outside, time"
travelling-ravs,ui_bubble_rating bubble_30,Date of experience: December 2018,en,"I visited this castle together with Linderhof Palace with Grey Line tours. Neuschwanstein is grand on the outside, no argument there so was expecting the wow factor once we got inside...and nope. A bit of an anticlimax considering how long it takes to hike up to the castle and also standing in line just to get on the bridge so you get your photo with the castle in the background (expect large crowds and we visted in Winter). Once you get in the castle (we had a prepaid ticket with fixed time), you are given an audio set and you go to each room which after seeing Linderhof, it wasn't that impressive. Maybe I'm being harsh but the interior is incomplete and the audio tour was a tad bit boring. Perhaps if it was easy and quick to reach the castle rather than the long hike I would of felt different.",Level 3 Contributor,6 Helpful votes,0.1969926953,"castle, long hike, Linderhof Palace, audio tour, audio set, Grey Line tours, interior, prepaid ticket, background, large crowds, argument, outside, fixed time, tad, photo, Neuschwanstein, Winter, room, bridge, wow factor, anticlimax"
gopalbharuka,ui_bubble_rating bubble_50,Date of experience: January 2019,en,Perfect destination to visit in group. The lake near the climb adds to the picturesque experience. It’s roughly 2 hours by bus from Munich city central.,Level 3 Contributor,1 Helpful vote,0.9418753386,"hours, bus, Munich city central, climb, Perfect destination, group, picturesque experience, lake"
Kathleen D,ui_bubble_rating bubble_40,Date of experience: December 2018,en,Spectacular to look at from a distance even more so up close. If you have difficulty walking or climbing stairs you may need to think about it. Take the horse and carriage up but there is still more uphill walking and plenty of stairs. Well worth the effort if you can make it. The interior is breathtaking with its splendour.,Level 4 Contributor,9 Helpful votes,0.9217358828,"stairs, difficulty walking, uphill walking, distance, splendour, interior, horse, carriage, effort"
Sanjeev D,ui_bubble_rating bubble_50,Date of experience: July 2018,en,This Castle is one of its kind. A must visit for every traveler. Located in the Bavaria region has a great history behind and give an insight about the kings during that period.,Level 4 Contributor,9 Helpful votes,0.8414903879,"insight, great history, Bavaria region, kings, period, Castle, kind, traveler"
Aurie23,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"Save yourself so much by going to the castle from Munich, and not paying a fortune for a tour. Three of us took the train using a Bayern ticket from Munich main train station and we had pre-booked tickets online, which was done with a pre-booking form, and by-passed the hundreds of people queuing to get tickets (which ran out as it was 26th Dec!). It was a lovely walk up the mountain to see the castle and we also walked up to Hohenschwangau castle which took about 15 minutes. We felt grateful not to be in the scores of buses arriving, filled with tours. It was a wonderful day and worth the visit!",Level 4 Contributor,31 Helpful votes,0.7290380597,"Hohenschwangau castle, pre-booked tickets, Munich main train station, pre-booking form, Bayern ticket, hundreds of people, mountain, scores of buses, wonderful day, visit, lovely walk, fortune, minutes, tours"
ChaeAmando,ui_bubble_rating bubble_40,Date of experience: November 2018,en,"King Ludwig the II’s intent to bring to life an idealized Medieval castle fantasy is realized in this magical complex of castles. Much like everyone, I’d already seen it’s iconic facade in photos (and yes the Disney homage), but I was completely swept away by it’s inner beauty. The throne room alone is an exquisite masterpiece in itself and the attached grotto an unexpected surprise. Open to tourism for nearly a century, they’ve got the guided tours down to a science - with timed visits down to the minute, suggested walking or carriage route’s, personal audio devices, and a strict ticketing system. I wish I could have lingered in some spaces a bit longer to fully absorb the grandeur and not be jostled by tourist groups, and not feel pressed to reach meeting points at exact times - but I guess that’s the price of beauty.",Level 6 Contributor,85 Helpful votes,0.8229359984,"inner beauty, price of beauty, personal audio devices, carriage route’s, life, minute, suggested walking, idealized Medieval castle fantasy, exquisite masterpiece, attached grotto, II’s intent, photos, century, science, meeting points, strict ticketing system, exact times, timed visits, guided tours, magical complex of castles, throne room, unexpected surprise, King Ludwig, tourist groups, iconic facade, Disney homage, tourism, grandeur, spaces"
Taylor W,ui_bubble_rating bubble_50,Date of experience: October 2018,en,"We visited while in Munich for Oktoberfest. Wonderful place to see and only wish we could've spent more time touring the area. We wore our lederhosen and dirndl and our photos came out great, almost looked photoshopped- great personalized Christmas card option haha.",Level 2 Contributor,2 Helpful votes,0.9278200865,"photoshopped- great personalized Christmas card option haha, dirndl, lederhosen, Munich, Oktoberfest, Wonderful place, area, time"
darluthier,ui_bubble_rating bubble_40,Date of experience: August 2018,en,"We were super excited to visit Neuschwanstein, but the weather couldn’t have been any worse. It poured with rain and it was completely enveloped in a cloud for the entire 4 days we were there. Of course you can’t help the weather, but it’s something to be aware of if you’re planning ahead. Being summer I had hoped for better weather, but I guess we were very unlucky. Anyhow, my rating is based on the tour, which is very expensive and extremely short! Waiting like cattle to go through a timed gate set for every 5 minutes, you are left to work out for yourself that this is the way to start your journey through the building. Which is a bit of a disappointment. Sure, it’s impressive, but you barely get a chance take it in; and it is insanely busy! I read somewhere that they have 8000 people a day doing the tour. I don’t doubt it. It’s a bit of an anticlimax. And if you’ve come a long way, and the setting is the best part, you could be in for as big a disappointment as we were... We’ve talked about going back one day, but I would be even more disappointed if all I see again is a big cloud, because the tour just isn’t worth paying for twice.",Level 2 Contributor,2 Helpful votes,0.0879603028,"tour, big cloud, better weather, disappointment, long way, timed gate, setting, Neuschwanstein, cattle, minutes, journey, days, people, building, rating, rain, anticlimax, chance"
Eugeniya555,ui_bubble_rating bubble_40,Date of experience: October 2018,en,"I wanted to visit this castle long ago. But...to tell the truth, expected much more. Exterior is magnificent, interior is modest (it's my opinion), and you have no enough time to see all beauty inside because the guide was racing our big group (you can enter only with group of other tourists) very fast.",Level 2 Contributor,2 Helpful votes,0.7650485039,"big group, interior, Exterior, guide, beauty, opinion, tourists, time, castle, truth"
Hasnraz,ui_bubble_rating bubble_50,Date of experience: January 2019,en,"This was on my bucket lest for years and wanted to see it during winter time. So finally saw the fairy tale castle and it was amazing. Unfortunately the tour is very short and is over within an hour. Fantasy castle and all the room decors, paintings, etc. are just amazing. Wish they could convert some rooms for people to stay the night and sleep within such well maintained grandeur. Amazing experience and will go again.",Level 4 Contributor,18 Helpful votes,0.1766987741,"Amazing experience, Fantasy castle, fairy tale castle, sleep, night, room decors, people, paintings, maintained grandeur, rooms, bucket, years, winter time, tour, hour"
gdaymelb,ui_bubble_rating bubble_50,Date of experience: October 2018,en,"we went via bus tour to the castle the walk up although steep and gets your heart rate up was beautiful the autum leaves were amazing and i would definatly return there.
only big note is most places take cash only or have a minimum to use card.",Level 2 Contributor,2 Helpful votes,0.7732572556,"autum leaves, heart rate, cash, castle, walk, big note, places, bus tour, minimum, card"
leesK1482ZN,ui_bubble_rating bubble_50,Date of experience: August 2018,en,"My wife and I were able to take a day trip to visit Neuschwanstein Castle and the surrounding area. The trip from Munich to the Füssen area is an easy one. We decided to rent a car from the Munich Central Station (Hauptbahnhof) rather than take the train. Driving on the autobahn was something I’ve always wanted to do.
As far as I’m concerned, visiting Neuschwanstein castle is a must do side/day trip if you are in the Munich area. We decided to also visit the Tegelbergbahn mountain cable car lift and enjoy some scenic views from the alps.
The castle is wonderful to visit, explore, and learn about. Be sure to read the tips ( planning ahead, making resarvations, etc) to allow for a favorable experience. In the summer lines can be long. It’s worth paying a little extra for a skip the line option if it’s availible. The museum was great. Plan a little extra time to for some hiking around the castle and up to the overlook bridge.",Level 3 Contributor,4 Helpful votes,0.9670471549,"Munich area, Neuschwanstein Castle, day trip, Füssen area, surrounding area, little extra time, Munich Central Station, Tegelbergbahn mountain cable car lift, skip, scenic views, line option, Hauptbahnhof, hiking, tips, planning, resarvations, summer lines, alps, overlook bridge, favorable experience, museum, wife, train, autobahn"
